view_support,directed_neighbor_hits,mean_neighbor_rank,mean_distance,shared_author,same_location_exact,left_sample_id,left_paper_group,left_doi,left_sample_label,left_matrix,left_filler,left_surface_treatment,left_process_family,left_sequence,left_authors,left_location,right_sample_id,right_paper_group,right_doi,right_sample_label,right_matrix,right_filler,right_surface_treatment,right_process_family,right_sequence,right_authors,right_location
18,34,1.8823529411764706,0.23618531402419596,False,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s10-rittigstein-2006,article:l171,10.1002/polb.20925,alumina in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),Aluminium oxide,,Solution Processing,solvent > mixing > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,33,1.3333333333333333,0.16623020081809073,False,False,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,,e410-s2-prasad-2021,article:e410,unpublished-,Silica in Polypropylene,Poly(propylene),Silicon dioxide,n-octyldimethylmethoxysilane,Melt Mixing,mixing > drying evaporation > extrusion|output,,
18,32,2.34375,0.23605953948572278,False,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s7-rittigstein-2006,article:l171,10.1002/polb.20925,alumina in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),Aluminium oxide,,Solution Processing,solvent > mixing > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,32,2.8125,0.23605953948572278,False,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s8-rittigstein-2006,article:l171,10.1002/polb.20925,alumina in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),Aluminium oxide,,Solution Processing,solvent > mixing > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,32,3.28125,0.23605953948572278,False,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s9-rittigstein-2006,article:l171,10.1002/polb.20925,alumina in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),Aluminium oxide,,Solution Processing,solvent > mixing > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,31,1.6129032258064515,0.20649719839134523,False,False,e408-s24-prasad-2021,article:e408,unpublished-,Silica in Polystyrene,Polystyrene,Silicon dioxide,n-octyldimethylmethoxysilane,Melt Mixing,mixing > drying evaporation > extrusion|output,,,e410-s2-prasad-2021,article:e410,unpublished-,Silica in Polypropylene,Poly(propylene),Silicon dioxide,n-octyldimethylmethoxysilane,Melt Mixing,mixing > drying evaporation > extrusion|output,,
18,28,3.5,0.25570431458098547,False,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,28,4.142857142857143,0.25570431458098547,False,False,l132-s3-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,28,4.785714285714286,0.25570431458098547,False,False,l132-s4-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,28,5.428571428571429,0.25570431458098547,False,False,l132-s5-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,28,5.928571428571429,0.25570431458098547,False,False,l132-s6-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,24,2.0833333333333335,0.2801970820873976,False,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l171-s6-rittigstein-2006,article:l171,10.1002/polb.20925, in poly(2-vinyl pyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > drying evaporation > cooling > cooling,"Rittigstein, Perla | Torkelson, John M.","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208"
18,22,2.409090909090909,0.28187741745602,False,False,e116-s10-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,3.227272727272727,0.28187741745602,False,False,e116-s11-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,4.045454545454546,0.28187741745602,False,False,e116-s12-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,4.863636363636363,0.28187741745602,False,False,e116-s13-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,5.681818181818182,0.28187741745602,False,False,e116-s14-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,6.5,0.28187741745602,False,False,e116-s15-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
18,22,7.318181818181818,0.28187741745602,False,False,e116-s16-prasad-2018,article:e116,unpublished/doi-tW6qZKdpLFShLQazV6U2Fw,silica in poly(methyl methacrylate),Poly(methyl methacrylate),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion,,,e139-s6-hassinger-2016,article:e139,unpublished/doi-nnzNriDmKkz2NFA7BCR2dG,silica in polypropylene,Poly(propylene),Silicon dioxide,chloropropyldimethylethoxysilane,Solution Processing,mixing > drying evaporation > extrusion|output,,
17,32,3.09375,0.22855708841234446,False,False,l290-s1-si-2006,article:l290,10.1021/ma060125+, in polystyrene,Polystyrene,,,Melt Mixing,mixing > mixing,"Si, Mayu | Araki, Tohru | Ade, Harald | Kilcoyne, A. L. D. | Fisher, Robert | Sokolov, Jonathan C. | Rafailovich, Miriam H.","Department of Materials Science and Engineering, State University of New York at Stony Brook, Stony Brook, New York 11794-2275; Department of Physics, North Carolina State University, Raleigh, North Carolina 27695; Advanced Light Source, Lawrence Berkeley Laboratory, Berkeley, California 94720-8225; and Hebrew Academy of Nassau County High School, Uniondale, New York 11553",l380-s2-zhao-2017,article:l380,10.1021/acs.macromol.6b02158,triphenyl phosphate in polystyrene,Polystyrene,Triphenyl phosphate,,Melt Mixing,mixing,"Zhao, Yue | Liu, Jianning | Li, Xiaoxiao | Lu, Yue | Wang, Shi-Qing","Department of Polymer Science and Institute of Polymer Science and Engineering, University of Akron, Akron, Ohio 44325-3909, United States"
17,32,3.5625,0.22855708841234446,False,False,l290-s1-si-2006,article:l290,10.1021/ma060125+, in polystyrene,Polystyrene,,,Melt Mixing,mixing > mixing,"Si, Mayu | Araki, Tohru | Ade, Harald | Kilcoyne, A. L. D. | Fisher, Robert | Sokolov, Jonathan C. | Rafailovich, Miriam H.","Department of Materials Science and Engineering, State University of New York at Stony Brook, Stony Brook, New York 11794-2275; Department of Physics, North Carolina State University, Raleigh, North Carolina 27695; Advanced Light Source, Lawrence Berkeley Laboratory, Berkeley, California 94720-8225; and Hebrew Academy of Nassau County High School, Uniondale, New York 11553",l380-s3-zhao-2017,article:l380,10.1021/acs.macromol.6b02158,triphenyl phosphate in polystyrene,Polystyrene,Triphenyl phosphate,,Melt Mixing,mixing,"Zhao, Yue | Liu, Jianning | Li, Xiaoxiao | Lu, Yue | Wang, Shi-Qing","Department of Polymer Science and Institute of Polymer Science and Engineering, University of Akron, Akron, Ohio 44325-3909, United States"
17,32,4.03125,0.22855708841234446,False,False,l290-s1-si-2006,article:l290,10.1021/ma060125+, in polystyrene,Polystyrene,,,Melt Mixing,mixing > mixing,"Si, Mayu | Araki, Tohru | Ade, Harald | Kilcoyne, A. L. D. | Fisher, Robert | Sokolov, Jonathan C. | Rafailovich, Miriam H.","Department of Materials Science and Engineering, State University of New York at Stony Brook, Stony Brook, New York 11794-2275; Department of Physics, North Carolina State University, Raleigh, North Carolina 27695; Advanced Light Source, Lawrence Berkeley Laboratory, Berkeley, California 94720-8225; and Hebrew Academy of Nassau County High School, Uniondale, New York 11553",l380-s4-zhao-2017,article:l380,10.1021/acs.macromol.6b02158,mineral oil in polystyrene,Polystyrene,Mineral oil,,Melt Mixing,mixing,"Zhao, Yue | Liu, Jianning | Li, Xiaoxiao | Lu, Yue | Wang, Shi-Qing","Department of Polymer Science and Institute of Polymer Science and Engineering, University of Akron, Akron, Ohio 44325-3909, United States"
17,32,4.65625,0.29196346178650856,True,False,l132-s1-holt-2014,article:l132,10.1021/ma5000317, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s1-bailey-2019,article:l385,unpublished-initial-create, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,29,2.6551724137931036,0.2269358984355269,False,False,l290-s2-si-2006,article:l290,10.1021/ma060125+,montmorillonite in polystyrene,Polystyrene,Montmorillonite,,Melt Mixing,mixing > mixing,"Si, Mayu | Araki, Tohru | Ade, Harald | Kilcoyne, A. L. D. | Fisher, Robert | Sokolov, Jonathan C. | Rafailovich, Miriam H.","Department of Materials Science and Engineering, State University of New York at Stony Brook, Stony Brook, New York 11794-2275; Department of Physics, North Carolina State University, Raleigh, North Carolina 27695; Advanced Light Source, Lawrence Berkeley Laboratory, Berkeley, California 94720-8225; and Hebrew Academy of Nassau County High School, Uniondale, New York 11553",l380-s1-zhao-2017,article:l380,unpublished-initial-create, in polystyrene,Polystyrene,,,Melt Mixing,mixing,"Zhao, Yue | Liu, Jianning | Li, Xiaoxiao | Lu, Yue | Wang, Shi-Qing","Department of Polymer Science and Institute of Polymer Science and Engineering, University of Akron, Akron, Ohio 44325-3909, United States"
17,27,3.111111111111111,0.24195718544500847,True,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s1-bailey-2019,article:l385,unpublished-initial-create, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,27,3.4814814814814814,0.24195718544500847,True,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s12-bailey-2019,article:l385,10.1021/acs.macromol.8b02646, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,27,3.8518518518518516,0.24195718544500847,True,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s14-bailey-2019,article:l385,10.1021/acs.macromol.8b02646, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,27,4.222222222222222,0.24195718544500847,True,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s16-bailey-2019,article:l385,10.1021/acs.macromol.8b02646, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,27,4.592592592592593,0.24195718544500847,True,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l385-s17-bailey-2019,article:l385,10.1021/acs.macromol.8b02646, in poly(2-vinylpyridine),Poly(2-vinyl pyridine),,,Solution Processing,additive > solvent > additive > solvent > mixing > additive > solvent > mixing > drying evaporation,"Bailey, Eric J. | Griffin, Philip J. | Composto, Russell J. | Winey, Karen I.","Department of Materials Science and Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104, United States"
17,26,2.3076923076923075,0.19355767564131662,False,False,l110-s1-singha-2008,article:l110,10.1109/T-DEI.2008.4446732, in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l140-s10-gao-2012,article:l140,10.3390/polym4010187,silicon dioxide in bisphenol-A epoxy,DGEBA Epoxy Resin,Silicon dioxide,poly(glycidyl methacrylate) | poly(n-hexyl methacrylate),Melt Mixing,mixing > drying evaporation > mixing > molding > molding,"Gao, Jianing | Li, Junting | Benicewicz, Brian C. | Zhao, Su | Hillborg, Henrik | Schadler, Linda S.","Department of Materials Science & Engineering, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
17,26,2.8846153846153846,0.19355767564131662,False,False,l110-s1-singha-2008,article:l110,10.1109/T-DEI.2008.4446732, in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l140-s11-gao-2012,article:l140,10.3390/polym4010187,silicon dioxide in bisphenol-A epoxy,DGEBA Epoxy Resin,Silicon dioxide,4-Cyanopentanoic acid dithiobenzoate | poly(glycidyl methacrylate) | poly(n-hexyl methacrylate),Melt Mixing,mixing > drying evaporation > mixing > molding > molding,"Gao, Jianing | Li, Junting | Benicewicz, Brian C. | Zhao, Su | Hillborg, Henrik | Schadler, Linda S.","Department of Materials Science & Engineering, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
17,26,3.4615384615384617,0.19355767564131662,False,False,l110-s1-singha-2008,article:l110,10.1109/T-DEI.2008.4446732, in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l140-s2-gao-2012,article:l140,10.3390/polym4010187,silicon dioxide in bisphenol-A epoxy,DGEBA Epoxy Resin,Silicon dioxide,,Melt Mixing,mixing > drying evaporation > mixing > molding > molding,"Gao, Jianing | Li, Junting | Benicewicz, Brian C. | Zhao, Su | Hillborg, Henrik | Schadler, Linda S.","Department of Materials Science & Engineering, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
17,26,4.038461538461538,0.19355767564131662,False,False,l110-s1-singha-2008,article:l110,10.1109/T-DEI.2008.4446732, in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l140-s3-gao-2012,article:l140,10.3390/polym4010187,silicon dioxide in bisphenol-A epoxy,DGEBA Epoxy Resin,Silicon dioxide,,Melt Mixing,mixing > drying evaporation > mixing > molding > molding,"Gao, Jianing | Li, Junting | Benicewicz, Brian C. | Zhao, Su | Hillborg, Henrik | Schadler, Linda S.","Department of Materials Science & Engineering, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
17,26,4.615384615384615,0.19355767564131662,False,False,l110-s1-singha-2008,article:l110,10.1109/T-DEI.2008.4446732, in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l140-s4-gao-2012,article:l140,10.3390/polym4010187,silicon dioxide in bisphenol-A epoxy,DGEBA Epoxy Resin,Silicon dioxide,,Melt Mixing,mixing > drying evaporation > mixing > molding > molding,"Gao, Jianing | Li, Junting | Benicewicz, Brian C. | Zhao, Su | Hillborg, Henrik | Schadler, Linda S.","Department of Materials Science & Engineering, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
